fixSpotOn,fixation,target,stopSignal,ssrt,saccade,tone,reward,timeout
NaN,14483.9074611664,15523.2264995575,NaN,NaN,NaN,NaN,NaN,16221.225976944
25837.3641967773,26003.0474662781,27041.383266449,NaN,NaN,27385.4064941406,28116.4195537567,28717.0979976654,NaN
31756.1659812927,31937.1273517609,33092.4861431122,NaN,NaN,33532.4783325195,34264.4746303558,34865.1938438416,NaN
37689.5496845245,37895.2100276947,38910.2396965027,NaN,NaN,39445.5459117889,40178.5659790039,40780.2684307098,NaN
43658.2818031311,43921.2861061096,45010.6172561646,NaN,NaN,45351.3226509094,46083.6462974548,46684.3247413635,NaN
50343.691110611,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52500.7266998291,52746.4048862457,53822.4239349365,NaN,54011.4516250278,54177.7520179749,54910.7720851898,55512.4745368958,NaN
58501.8172264099,58754.4994354248,59835.5157375336,NaN,60024.5434276248,60263.8344764709,60995.8307743073,61597.5332260132,NaN
64519.9062824249,64717.579126358,65739.8998737335,NaN,65928.9275638248,66097.603559494,66828.6166191101,67429.6226501465,NaN
70470.9846973419,70707.6516151428,72158.9872837067,NaN,72348.0149737979,72528.6922454834,73260.0328922272,73861.6943359375,NaN
76472.0752239227,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
78629.0698051453,78769.7672843933,79816.0905838013,80150.119304657,80272.1469947482,80198.1244087219,80929.1377067566,81529.8159122467,NaN
84530.1768779755,84821.8531608582,85834.1794013977,NaN,86023.2070914889,86209.2092037201,86942.188501358,87543.890953064,NaN
90581.2387466431,90791.9368743896,91868.2837486267,92052.9725551605,92175.0002452518,NaN,93539.9842262268,94116.2915229797,NaN
96567.0101642609,96712.0087146759,97737.0326519012,98054.0220737457,98176.049763837,NaN,99557.3768615723,100234.363794327,NaN
102483.395576477,102727.107524872,103804.437398911,NaN,104026.465089002,104096.441268921,104829.461336136,105431.122779846,NaN
108484.527111053,108763.177871704,109889.496088028,NaN,110111.523778119,110388.511657715,111119.524717331,111720.20316124,NaN
114520.269870758,114672.272205353,115773.604869843,NaN,115995.632559934,116242.5968647,116975.616931915,117577.319383621,NaN
120437.638044357,120605.328321457,122142.679929733,NaN,122364.707619825,122589.676380157,123320.689678192,123921.408891678,NaN
126371.718168259,126584.423303604,NaN,NaN,NaN,NaN,NaN,NaN,NaN
127859.753847122,128091.751337051,129430.774688721,129732.486009598,129854.513699689,NaN,131153.798103333,131829.801797867,NaN
133843.846082687,133941.535711288,134963.856220245,NaN,135118.883910337,135315.866470337,136048.88677597,136650.548219681,NaN
139711.898565292,139961.590766907,140998.943567276,141349.92980957,141471.957499662,141459.620714188,142190.634012222,142790.657043457,NaN
145713.685512543,145821.696996689,146866.013050079,NaN,147055.040740171,147255.010128021,147988.030433655,148589.732885361,NaN
151580.099582672,151809.762239456,152884.102106094,NaN,153073.129796186,153326.79772377,154058.097600937,154659.800052643,NaN
157582.828521729,157925.8685112,159136.195421219,159320.187807083,159442.215497174,NaN,160808.510303497,161485.21065712,NaN
163683.943271637,163920.938014984,165472.25689888,NaN,165611.284588971,165760.287761688,166491.587400436,167093.289852142,NaN
169684.337615967,169916.00728035,170938.328027725,171239.342927933,171361.370618024,NaN,172761.375665665,173337.396144867,NaN
