fixSpotOn,fixation,target,stopSignal,ssrt,saccade,tone,reward,timeout
75190.51861763,75198.1782913208,NaN,NaN,NaN,NaN,NaN,NaN,NaN
76895.8473205566,77078.2012939453,78098.555803299,NaN,NaN,78401.5369415283,79133.5740089417,79735.235452652,NaN
82846.5981483459,82926.3472557068,84234.3227863312,NaN,NaN,84551.9676208496,85284.6601009369,85886.3215446472,NaN
88681.3910007477,88869.3974018097,89917.7277088165,NaN,NaN,90302.7107715607,91035.7308387756,91637.4332904816,NaN
94632.4694156647,94893.4664726257,NaN,NaN,NaN,NaN,NaN,NaN,NaN
96068.7727928162,96482.4688434601,97590.8055305481,97907.8357219696,98039.50939122,97958.8310718536,98691.5235519409,99291.5055751801,NaN
102237.881183624,102492.570638657,103525.5818367,NaN,103724.255505951,103893.197774887,104625.890254974,105227.59270668,NaN
108256.625652313,108424.643516541,109642.957687378,109844.644784927,109976.318454178,NaN,111364.015102386,111941.01858139,NaN
114190.705537796,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
116346.061706543,116550.738811493,117600.789546967,117801.083803177,117932.757472427,NaN,119321.805715561,119898.113012314,NaN
122314.138650894,122739.835739136,123785.176038742,NaN,123999.849707992,124118.87717247,124849.849224091,125449.872255325,NaN
128499.221324921,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130639.954805374,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
132795.269966125,133741.978645325,135003.014087677,135353.303909302,135484.977578552,135362.315177917,136093.328237534,136694.047689438,NaN
139499.397993088,139907.073020935,140936.397790909,141137.388467789,141269.062137039,NaN,142657.413959503,143334.441900253,NaN
145667.482614517,145805.149078369,146838.160276413,147088.466882706,147220.140551956,NaN,148608.49237442,149285.192728043,NaN
151568.548679352,151877.22325325,NaN,NaN,NaN,NaN,NaN,NaN,NaN
153039.545297623,153662.260055542,154728.285074234,NaN,154909.958743484,155200.267076492,155930.624961853,156531.303405762,NaN
159425.659894943,159522.325515747,160678.6673069,NaN,160860.34097615,160998.687744141,161731.66680336,162333.696842194,NaN
