fixSpotOn,fixation,target,stopSignal,ssrt,saccade,tone,reward,timeout
25312.1750354767,25504.8508644104,26660.1686477661,26710.1807594299,26829.8616714141,NaN,28238.8899326324,28789.2284393311,NaN
30323.2214450836,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31572.9110240936,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
32820.2660083771,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34069.9555873871,34534.9743366241,35584.2876434326,NaN,35736.9685554167,36020.9622383118,36751.9752979279,37351.9983291626,NaN
40346.0104465485,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
41594.3484306335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
42843.3825969696,43267.0729160309,44425.0531196594,NaN,44611.7340316435,44687.402009964,45418.4150695801,46019.0935134888,NaN
49069.4255828857,49343.1203365326,50384.4463825226,NaN,50571.1272945067,50559.4685077667,51292.4475669861,51894.150018692,NaN
55163.4953022003,55274.2102146149,56345.5190658569,NaN,56532.1999778411,56643.2163715363,57374.2294311523,57974.2114543915,NaN
61091.2675857544,61418.2920455933,62571.6028213501,NaN,62758.2837333342,62812.2837543488,63543.2970523834,64143.2790756226,NaN
67233.6292266846,67516.3350105286,68549.3462085724,NaN,68736.0271205565,68743.6604499817,69474.6735095978,70075.3519535065,NaN
73326.7159461975,73456.395149231,74475.7256507874,NaN,74662.4065627715,74801.3987541199,75532.411813736,76132.4348449707,NaN
79271.4455127716,79448.4746456146,80485.7864379883,NaN,80672.4673499724,80738.7964725494,81471.7757701874,82073.4779834747,NaN
85263.8523578644,85407.5400829315,86479.8319339752,86678.8566112518,86798.537523236,86744.556427002,87475.528717041,NaN,87557.8582286835
96817.9721832275,96929.6290874481,98499.9945163727,NaN,98652.6754283568,98718.6799049377,99449.6932029724,100049.675226212,NaN
102745.007038116,102900.6960392,103911.71169281,104044.053316116,104163.7342281,NaN,105571.042299271,106123.06022644,NaN
108706.816911697,108814.787626266,109904.118776321,NaN,110040.799688306,110137.795448303,110868.112325668,111469.814777374,NaN
114632.827758789,114732.852220535,116081.173419952,NaN,116267.854331937,116348.191738129,117081.170797348,117682.873249054,NaN
120543.232917786,120650.916814804,121708.913564682,NaN,121878.594476666,121943.245649338,122676.265954971,123277.927398682,NaN
126470.964193344,126617.969512939,127652.291536331,127785.984992981,127905.665904965,NaN,129312.318325043,130013.30780983,NaN
132430.357456207,132547.052383423,133612.381219864,133878.375291824,133998.056203808,133938.054084778,134669.067144394,135269.090175629,NaN
