fixSpotOn,fixation,target,stopSignal,ssrt,saccade,tone,reward,timeout
25758.0246925354,25763.7181282043,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27948.0738639832,28080.7433128357,29553.0915260315,NaN,29735.4148906088,29852.7958393097,30583.8088989258,31183.7909221649,NaN
33832.1416378021,34078.843832016,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35437.85572052,35648.8816738129,36908.1966876984,NaN,37090.5200522757,37227.1933555603,37960.2134227753,38561.9158744812,NaN
42792.2646999359,43063.9522075653,44163.9740467072,NaN,44346.2974112845,44409.2833995819,45140.2966976166,45741.0159111023,NaN
48827.3520469666,49054.0246963501,50114.3560409546,50366.0552501678,50481.3786147452,NaN,51884.4015598297,52561.3884925842,NaN
54828.4425735474,55128.10587883,NaN,NaN,NaN,NaN,NaN,NaN,NaN
56534.1398715973,57003.1318664551,58021.4793682098,58473.1862545013,58588.5096190787,58480.1902770996,59211.1625671387,59811.1855983734,NaN
62752.5641918182,62934.2217445374,63990.252494812,NaN,64222.5758593893,64267.2648429871,64998.2781410217,65598.2601642609,NaN
69137.6137733459,69954.3151855469,71027.3442268372,NaN,71209.6675914145,71224.6487140656,71955.6617736816,72556.3812255859,NaN
75707.7205181122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
77864.4285202026,78052.4349212646,79318.754196167,NaN,79501.0775607443,79546.7784404755,80277.7917385101,80878.4701824188,NaN
84216.8328762054,84540.5397415161,85587.5594615936,NaN,85769.8828261709,86030.8694839478,86763.8895511627,87365.5920028687,NaN
90300.9085655212,90483.5901260376,92023.6451625824,92324.6192932129,92439.9426577902,NaN,93841.9823646545,94418.9858436584,NaN
97673.0122566223,97922.7042198181,99027.0268917084,NaN,99209.3502562857,99381.0441493988,100114.351034164,100716.05348587,NaN
103691.101074219,103979.787111282,104995.144605637,NaN,105193.467970214,105243.116378784,105976.136684418,106577.839136124,NaN
109743.186950684,109969.859600067,111013.888835907,NaN,111212.212200484,111391.212463379,112124.232530594,112725.893974304,NaN
115744.277477264,116207.944631577,117466.276884079,117766.308784485,117881.632149062,NaN,119285.310506821,119962.338209152,NaN
122113.352537155,122405.028820038,123417.355298996,NaN,123599.678663573,123924.358129501,124657.378196716,125259.080648422,NaN
128164.455413818,128388.137817383,129536.123752594,NaN,129718.447117171,130092.442512512,130825.462818146,131427.165031433,NaN
134150.185823441,134785.229682922,135921.214342117,NaN,136103.537706695,136185.529232025,136916.542291641,137517.261743546,NaN
140534.62100029,140865.291118622,NaN,NaN,NaN,NaN,NaN,NaN,NaN
143125.627756119,143836.324691772,145115.669488907,NaN,145297.992853484,145572.660207748,146305.680274963,146907.382726669,NaN
149646.418809891,149813.412904739,150882.75551796,NaN,151065.078882537,151452.427148819,152182.744026184,152783.46323967,NaN
155562.804222107,156508.48865509,157703.53770256,NaN,157885.861067138,158029.824972153,158760.838031769,159361.557483673,NaN
162267.587423325,162374.575138092,163402.916908264,NaN,163585.240272841,163662.603139877,164393.616199493,164993.639469147,NaN
168133.960723877,168304.682016373,169321.677684784,NaN,169537.001049361,169512.018918991,170242.990970612,170843.710422516,NaN
174068.737030029,174169.048070908,175446.098804474,175447.081804276,175562.405168853,NaN,177277.789115906,177954.120635986,NaN
179936.13409996,180146.832227707,181173.16699028,NaN,181355.490354857,181622.170448303,182353.183746338,182953.862190247,NaN
185904.210805893,186165.904283524,187492.270946503,187843.912601471,187959.235966048,187962.246179581,188693.259239197,189294.961690903,NaN
191922.299861908,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
194079.00762558,194212.004899979,195231.335401535,NaN,195429.658766112,195745.342493057,196476.355552673,197077.074766159,NaN
199962.420225143,200045.118331909,201468.109846115,NaN,201666.433210692,201664.431095123,202395.444154739,202996.122598648,NaN
205797.17206955,205986.161708832,207067.505598068,NaN,207265.828962646,207599.534988403,208332.514286041,208934.216737747,NaN
211747.554302216,211997.24650383,213286.298513412,NaN,213484.62187799,213776.589870453,214509.609937668,215111.312389374,NaN
217749.668836594,217996.330022812,219136.656284332,NaN,219334.97964891,219629.691839218,220362.671136856,220964.373350143,NaN
223751.414775848,223930.409908295,224953.754663467,NaN,225152.078028045,225210.737705231,225943.757772446,226545.460224152,NaN
229701.837778091,229917.49215126,231022.511005402,231372.841835022,231488.165199599,231418.839931488,232151.860237122,232753.562450409,NaN
235685.889005661,235857.593297958,237207.593917847,237457.941532135,237573.264896712,237512.623071671,238242.939949036,238843.618154526,NaN
241621.648311615,241831.650257111,242890.998601913,243091.989517212,243207.312881789,NaN,244612.015008926,245288.71512413,NaN
247605.044126511,247697.736740112,248708.096981049,249009.071111679,249124.394476256,249075.098514557,249808.077812195,250409.780263901,NaN
253456.139087677,253902.848958969,254960.845708847,NaN,255143.169073424,255215.166330338,255946.179628372,256548.16865921,NaN
259674.23582077,260056.925058365,261129.257917404,261380.916118622,261496.239483199,NaN,262898.279428482,263475.282907486,NaN
265809.306621552,266027.009010315,267163.321256638,NaN,267328.644621215,267431.650161743,268164.34264183,268766.045093536,NaN
271794.381856918,272417.096614838,273683.41588974,NaN,273848.739254317,274082.407236099,274815.099716187,275415.12298584,NaN
278179.472208023,278419.17014122,279468.196868896,279769.170761108,279884.494125686,279874.5200634,280607.49912262,281209.201574326,NaN
284817.245006561,285042.56606102,286121.288537979,NaN,286303.611902556,286561.608552933,287294.587850571,287896.290302277,NaN
290800.641059875,291431.343078613,292473.365545273,NaN,292655.68890985,292817.34752655,293548.360586166,294148.383617401,NaN
297186.755418777,297762.448310852,298942.46506691,NaN,299124.788431487,299291.444063187,300022.457361221,300622.480392456,NaN
303522.816896439,304115.508079529,305645.855665207,NaN,305828.179029784,306047.878026962,306781.553506851,307382.559776306,NaN
309874.893665314,310122.619867325,311161.938905716,NaN,311344.262270293,311488.922595978,312221.942663193,312823.645114899,NaN
315875.984430313,315933.696985245,317147.710323334,NaN,317330.033687911,317552.681922913,318283.694982529,318883.718013763,NaN
321693.08257103,322068.767786026,323098.092556,323348.112344742,323463.435709319,NaN,324869.817256927,325446.12455368,NaN
327828.153371811,328071.82431221,NaN,NaN,NaN,NaN,NaN,NaN,NaN
329266.176939011,329362.842559814,330603.193283081,331005.87105751,331121.194422088,331047.199726105,331780.21979332,332381.922245026,NaN
335117.927312851,335299.953699112,336370.279312134,NaN,336585.602676711,336787.293195724,337520.272254944,338121.97470665,NaN
341069.005727768,341228.012561798,342355.354547501,342606.357336044,342721.680700622,NaN,344126.383066177,344704.082965851,NaN
