fixSpotOn,fixation,target,stopSignal,ssrt,saccade,tone,reward,timeout
NaN,22743.4096336365,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24496.7434406281,24722.4328517914,25767.7731513977,NaN,NaN,26062.7670288086,26795.7870960236,27397.4895477295,NaN
30481.8594455719,30552.5155067444,32053.5356998444,NaN,NaN,32409.8877906799,33142.8668498993,33744.5693016052,NaN
36315.9151077271,36489.6266460419,NaN,NaN,NaN,NaN,NaN,NaN,NaN
39173.9811897278,39362.6427650452,40377.9592514038,NaN,40554.3383868074,40629.9862861633,41363.0063533783,41964.6677970886,NaN
45125.7147789001,45210.706949234,46647.0510959625,46864.753484726,46974.1326201295,46875.7309913635,47606.7440509796,48206.7670822144,NaN
50976.1135578156,51219.8255062103,52263.8139724731,52447.1509456635,52556.530081067,52515.1445865631,53248.1648921967,53849.826335907,NaN
56977.2040843964,57138.8733386993,58298.2051372528,NaN,58424.5842726564,58835.2317810059,59569.2348480225,60170.9372997284,NaN
62895.2686786652,63051.9816875458,64182.3139190674,NaN,64308.693054471,64501.3103485107,65234.2896461487,65835.9920978546,NaN
68813.3742809296,69022.0656394958,70151.0870456696,70268.0687904358,70377.4479258394,NaN,71770.3995704651,72447.4275112152,NaN
74780.4272174835,75119.1253662109,76286.1578464508,NaN,76395.5369818544,76587.459564209,77320.479631424,77922.1820831299,NaN
80882.5252056122,81036.2069606781,82137.2117996216,82303.5504817963,82412.9296171999,NaN,83805.5536746979,84382.5571537018,NaN
86816.605091095,86897.2964286804,88021.3205814362,NaN,88147.6997168398,88515.2981281281,89246.3114261627,89846.3344573975,NaN
92651.3571739197,92751.3813972473,94138.6966705322,NaN,94265.0758059358,94508.401632309,95239.7015094757,95840.4207229614,NaN
98518.7542438507,98729.4523715973,99738.7888431549,NaN,99865.1679785585,100084.777832031,100817.798137665,101419.500589371,NaN
104503.542661667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
106642.8835392,106715.546607971,107897.570133209,108063.867807388,108173.246942792,NaN,109566.895008087,110243.922948837,NaN
112477.635622025,112653.64074707,113880.966186523,114132.665157318,114242.044292722,NaN,115649.987459183,116226.990938187,NaN
118428.017616272,118626.714468002,119665.050506592,NaN,119874.429641995,119959.716796875,120690.729856491,121290.752887726,NaN
124379.096031189,124567.798614502,125583.81152153,NaN,125793.190656934,125906.12578392,126637.138843536,127238.144874573,NaN
