fixSpotOn,fixation,target,stopSignal,ssrt,saccade,tone,reward,timeout
NaN,14819.1652297974,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16285.492181778,16576.1852264404,17639.506816864,NaN,NaN,17901.4871120453,18634.5071792603,19236.2096309662,NaN
22704.5795917511,23068.2632923126,24126.2600421906,24427.3161888123,24566.2260934576,NaN,25945.6214904785,26622.608423233,NaN
28824.3312835693,28912.3542308807,30009.6726417542,NaN,30215.5825463995,30429.6765327454,31161.6725921631,31763.375043869,NaN
34673.7468242645,34766.4394378662,35810.7554912567,NaN,36049.665395902,36204.4219970703,36935.435295105,37535.4583263397,NaN
40524.8010158539,40786.4944934845,NaN,NaN,NaN,NaN,NaN,NaN,NaN
41978.8401126862,42249.5036125183,43300.5373477936,NaN,43539.4472524389,43659.8384380341,44392.858505249,44994.560956955,NaN
48448.9226341248,48718.6031341553,49735.9266281128,50087.6502990723,50226.5602037176,50115.9536838531,50848.9737510681,51450.6351947784,NaN
54483.6821556091,54685.7378482819,56138.0157470703,56339.0474319458,56477.9573365911,NaN,57857.0659160614,58533.7660312653,NaN
61538.7964248657,61807.7807426453,63076.1072635651,NaN,63248.0171682104,63456.8305015564,64187.8025531769,64787.8255844116,NaN
67572.1635818481,67688.8585090637,68960.8714580536,NaN,69132.7813626989,69377.8851032257,70110.9051704407,70710.9282016754,NaN
74426.2869358063,74802.9551506042,76399.9855518341,NaN,76571.8954564794,76775.3021717072,77508.3222389221,78110.0246906281,NaN
80579.0524482727,80698.0412006378,81815.3891563416,NaN,82037.2990609869,82092.3607349396,82825.3808021545,83427.0832538605,NaN
86462.4240398407,86716.1302566528,87750.1244544983,88000.4720687866,88139.3819734319,NaN,89519.4735527039,90095.4940319061,NaN
92480.5128574371,92716.1967754364,93768.2135105133,94118.5443401337,94257.454244779,94133.5356235504,94864.5486831665,95465.2271270752,NaN
98464.6461009979,98484.3068122864,99501.6303062439,NaN,99723.5402108892,99856.6308021545,100589.609861374,101191.31231308,NaN
104249.38583374,104405.361652374,105468.683242798,NaN,105657.593147443,105671.680927277,106404.700994492,107007.386445999,NaN
110166.754245758,110304.461717606,111320.474624634,111520.768880844,111659.678785489,NaN,113042.801618576,113618.822097778,NaN
116068.516731262,116196.516752243,117220.844507217,NaN,117392.754411863,117654.569864273,118385.542154312,118985.565185547,NaN
121968.927621841,122558.628797531,123624.612808228,123974.943637848,124113.853542493,123981.947898865,124712.960958481,125313.63940239,NaN
128321.700811386,128482.714653015,129692.017555237,130009.047985077,130147.957889722,NaN,131512.73059845,132088.054656982,NaN
134238.085985184,134639.780759811,NaN,NaN,NaN,NaN,NaN,NaN,NaN
137448.817491531,137801.810979843,NaN,NaN,NaN,NaN,NaN,NaN,NaN
139955.159902573,140115.846157074,141243.188142776,NaN,141465.098047422,141635.912656784,142366.884708405,142966.907739639,NaN
145873.265504837,146066.924571991,147127.255916595,NaN,147349.165821241,147599.278926849,148332.299232483,148933.960676193,NaN
153178.358793259,153304.023981094,154316.063642502,NaN,154537.973547147,154667.377710342,155402.363777161,156003.369808197,NaN
159547.433853149,159873.106956482,160884.45019722,NaN,161106.360101865,161200.456619263,161933.14909935,162533.172130585,NaN
166167.511940002,166440.223693848,167789.241313934,NaN,168011.15121858,168119.542598724,168850.555896759,169451.234340668,NaN
172202.599287033,172374.30357933,173405.635595322,NaN,173627.545499967,173737.616300583,174470.636367798,175072.338819504,NaN
178136.679410934,178225.35777092,179573.719978333,NaN,179812.629882978,179944.694757462,180675.707817078,181277.410268784,NaN
183987.774372101,184185.447454453,185207.767963409,NaN,185446.677868055,185708.462953568,186441.483259201,187041.506290436,NaN
189955.523490906,190051.533699036,191342.879772186,NaN,191581.789676832,191694.193601608,192426.886081696,193028.588533401,NaN
195989.914655685,196280.607700348,197327.627182007,NaN,197566.537086652,197751.931905746,198484.951972961,199086.654424667,NaN
202041.01729393,202346.701860428,203797.013521194,NaN,204035.92342584,204126.045227051,204859.065294266,205460.726737976,NaN
208109.773635864,208294.790029526,209413.120985031,NaN,209652.030889676,209807.115077972,210540.135383606,211141.837835312,NaN
214060.15586853,214332.867622375,215348.184108734,NaN,215587.094013379,215649.526596069,216382.219076157,216983.880519867,NaN
220095.243215561,220322.939872742,NaN,NaN,NaN,NaN,NaN,NaN,NaN
222051.287889481,222313.964366913,223388.304233551,223689.319372177,223828.229276822,223773.615121841,224506.307601929,225108.009815216,NaN
228069.376945496,228571.054935455,229590.38567543,NaN,229796.295580076,230007.399320602,230740.419626236,231342.081069946,NaN
234338.468790054,234510.132074356,235542.160272598,235692.48342514,235831.393329786,NaN,237212.468147278,237790.168046951,NaN
240272.548675537,240524.207115173,241560.249328613,241810.555934906,241949.465839551,NaN,243329.557418823,243905.577898026,NaN
246274.294614792,246369.281053543,247711.621999741,NaN,247900.531904386,247973.643302917,248706.663370132,249308.324813843,NaN
252174.705505371,252300.370931625,253327.688694,NaN,253549.598598646,253671.711683273,254404.731750488,255006.434202194,NaN
258058.773517609,258221.46654129,259245.794296265,NaN,259467.70420091,259692.790746689,260425.810813904,261027.51326561,NaN
265230.869531631,265548.555135727,266600.899457932,NaN,266822.809362577,267010.909080505,267743.929386139,268345.590829849,NaN
271314.944982529,271426.642894745,272451.953649521,NaN,272673.863554166,272892.969846725,273625.990152359,274227.692365646,NaN
277183.038473129,277373.707294464,278403.032064438,NaN,278624.941969083,278751.069068909,279482.082128525,280082.760572433,NaN
