fixSpotOn,fixation,target,stopSignal,ssrt,saccade,tone,reward,timeout
13088.7279510498,13202.3921012878,14221.7226028442,NaN,NaN,14438.0323886871,15171.0524559021,15772.4270820618,NaN
19115.7872676849,19271.4762687683,20348.4783172607,20480.8201789856,20596.4687033223,20545.8235740662,21279.4992923737,21879.8089027405,NaN
25192.8584575653,25352.561712265,26707.8869342804,NaN,26840.5354586171,26908.8778495789,27640.177488327,28241.5933609009,NaN
31269.9298858643,31415.6246185303,NaN,NaN,NaN,NaN,NaN,NaN,NaN
32634.9220275879,32725.6073951721,33783.9317321777,33833.9440822601,33949.5926065969,NaN,35360.9738349915,35943.6707496643,NaN
39095.7064628601,39234.6837520599,40510.014295578,40643.7077522278,40759.3562765645,NaN,NaN,NaN,41861.0389232635
50849.137544632,51000.8125305176,52081.1324119568,NaN,52263.7809362935,52282.1640968323,53013.463973999,NaN,53631.1817169189
56909.2104434967,57011.8973255157,58290.2178764343,NaN,58472.8664007711,58632.2338581085,59365.2131557465,59966.9156074524,NaN
62935.2867603302,63103.9600372314,64367.2893047333,64567.2969818115,64682.9455061483,64592.2825336456,65325.3026008606,65927.0050525665,NaN
69062.3292922974,69324.022769928,70361.3348007202,NaN,70509.9833250569,70607.0537567139,71338.0258083344,71938.0488395691,NaN
75373.0773925781,75511.0716819763,76687.402009964,NaN,76836.0505343007,76927.099943161,77658.1130027771,78258.1360340118,NaN
81432.4541091919,81564.1405582428,82582.1602344513,82631.5171718597,82747.1656961965,NaN,84157.1950912476,84737.5164031982,NaN
87475.528717041,87565.2310848236,NaN,NaN,NaN,NaN,NaN,NaN,NaN
88791.5325164795,88969.2578315735,90006.5698623657,90139.5671367645,90255.2156611013,NaN,NaN,NaN,90268.2633399963
94885.3154182434,95045.3052520752,96166.6262149811,96300.3196716309,96415.9681959676,NaN,NaN,NaN,96692.6345825195
100961.690664291,101059.380054474,102343.680858612,102476.678133011,102592.326657348,NaN,NaN,NaN,102857.687950134
106971.751451492,107102.454662323,108136.776685715,NaN,108269.425210051,108365.456342697,109096.469402313,109696.451425552,NaN
113015.481233597,113172.521829605,114396.816253662,NaN,114529.464777999,114760.82777977,115491.840839386,116092.519283295,NaN
