fixSpotOn,fixation,target,stopSignal,ssrt,saccade,tone,reward,timeout
25053.7993907928,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27252.8188228607,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29452.8214931488,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31652.8649330139,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
33852.867603302,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36052.5424480438,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38252.5858879089,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40452.9571533203,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
42652.6319980621,43070.3010559082,NaN,NaN,NaN,NaN,NaN,NaN,NaN
44335.6373310089,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46535.640001297,46657.0453643799,NaN,NaN,NaN,NaN,NaN,NaN,NaN
47869.6663379669,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
50085.6840610504,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52285.7277393341,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
54485.7301712036,54766.1423683167,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55985.767364502,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
58186.466217041,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
60386.5096569061,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
62585.8159065247,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
64786.5557670593,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
66986.5584373474,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
69185.9056949615,69713.3066654205,NaN,NaN,NaN,NaN,NaN,NaN,NaN
70936.6178512573,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
73120.6459999084,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
75318.9692497253,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
77519.6681022644,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
79736.0136508942,80003.4005641937,NaN,NaN,NaN,NaN,NaN,NaN,NaN
81219.0525531769,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
83419.0549850464,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
85619.4262504578,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
87819.4696903229,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
90019.5133686066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
92219.1472053528,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
94436.5577697754,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
96628.9007663727,96785.5727672577,98076.9186019897,98126.9309520721,98247.654030576,NaN,99655.5991172791,NaN,99885.9171867371
108199.03588295,108313.723802567,109332.030296326,109531.054973602,109651.778052106,109559.726953506,110290.740251541,110890.72227478,NaN
114126.070737839,114249.769926071,115275.776863098,NaN,115429.499941602,115512.116193771,116245.095252991,116846.797704697,NaN
