fixSpotOn,fixation,target,stopSignal,ssrt,saccade,tone,reward,timeout
NaN,78146.2333202362,NaN,NaN,NaN,NaN,NaN,NaN,NaN
79925.5766868591,80196.2404251099,81480.5819988251,NaN,NaN,81803.3058643341,82534.2781543732,83134.3011856079,NaN
85961.3194465637,86195.3239440918,87247.6682662964,NaN,NaN,87555.3596019745,88286.3729000092,88886.3549232483,NaN
91961.713552475,92235.4083061218,93532.7343940735,93833.7495326996,93943.9063847065,93907.7641963959,94639.4326686859,95239.4556999207,NaN
97996.8008995056,98198.4879970551,99651.8306732178,99802.5226593018,99912.6795113087,NaN,101321.851730347,101998.879671097,NaN
103964.877843857,104215.59381485,105368.904590607,NaN,105496.061442614,105764.905929565,106497.92599678,107099.628448486,NaN
109981.983661652,110207.673311234,111269.97089386,111570.002794266,111680.159646273,111582.004070282,112315.024375916,112916.685819626,NaN
115967.099905014,116190.741539001,117338.76824379,NaN,117515.925095797,117797.069787979,118528.082847595,119128.8022995,NaN
121951.806306839,122246.841192245,123339.16258812,NaN,123516.319440126,123761.17348671,124492.473363876,125094.175577164,NaN
128003.892183304,128251.904964447,129424.221038818,NaN,129601.377890825,129899.234294891,130630.247354507,131230.966806412,NaN
134021.9810009,134105.006933212,135241.319417953,135442.310094833,135552.46694684,NaN,136962.335586548,137538.35606575,NaN
139856.077671051,140061.082601547,141142.385482788,NaN,141285.542334795,141402.07195282,142133.085012436,142733.108043671,NaN
145823.458194733,145916.150808334,147412.173748016,NaN,147555.330600023,147753.165721893,148484.178781509,149084.201812744,NaN
151673.52938652,152214.242219925,153647.268772125,NaN,153790.425624132,154148.578166962,154881.598472595,155483.300685883,NaN
158260.634660721,158860.329866409,160132.670402527,NaN,160275.827254534,160475.669384003,161208.689689636,161810.351133347,NaN
164629.709720612,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
166768.763780594,166884.434938431,167906.468868256,168106.763124466,168216.919976473,NaN,169627.48503685,170203.792333603,NaN
172652.831792831,172746.507167816,173941.515207291,NaN,174084.672059298,174358.856678009,175093.556165695,175694.562196732,NaN
178520.925045013,178768.610239029,179925.607442856,180275.938272476,180386.095124483,180336.927652359,181069.947719574,181671.65017128,NaN
184538.973093033,184685.691833496,NaN,NaN,NaN,NaN,NaN,NaN,NaN
186060.022830963,186494.690179825,187548.017501831,187849.032640457,187959.189492464,NaN,189367.051124573,190044.079065323,NaN
192262.104034424,192468.788146973,193482.097625732,193833.124876022,193943.281728029,193888.134002686,194621.113300323,195222.815752029,NaN
198230.180740356,198453.863382339,199517.184972763,NaN,199710.34182477,199852.19669342,200584.889173508,201184.912204742,NaN
204214.272975922,204406.948804855,205451.961278915,NaN,205645.118130922,205873.603582382,206606.296062469,207207.998275757,NaN
210165.351390839,210411.029338837,211569.378137589,NaN,211762.534989595,NaN,NaN,NaN,212265.370607376
222520.198106766,222736.221075058,223756.534814835,NaN,223933.691666842,224059.229135513,224790.52901268,225391.248226166,NaN
228504.290342331,228680.295467377,230125.609874725,NaN,230302.766726732,230518.621206284,231251.641273499,231853.343725204,NaN
234454.672336578,235200.390100479,236243.682146072,236393.718719482,236503.875571489,NaN,237913.416624069,238488.740682602,NaN
240957.768678665,241242.440700531,242261.771202087,NaN,242388.928054094,242668.790817261,243401.810884476,244003.472328186,NaN
247009.526729584,247121.552228928,248178.852796555,NaN,248306.009648561,248477.860689163,249208.873987198,249809.552431107,NaN
252876.923799515,253279.601573944,254347.961187363,NaN,254475.11803937,254819.94342804,255552.963495255,256154.66594696,NaN
259045.008420944,259306.701660156,260850.033521652,NaN,260977.190373659,261263.033390045,261996.05345726,262597.755908966,NaN
265063.097238541,265867.797374725,267236.107110977,NaN,267363.263962984,267521.80314064,268252.120018005,268852.83946991,NaN
271633.16321373,271655.854940414,272836.1992836,NaN,272963.356135607,273358.193635941,274091.254711151,274692.916154861,NaN
277416.264533997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
280059.003829956,280451.974153519,281679.340362549,NaN,281822.497214556,282103.317499161,282836.337566376,283438.040018082,NaN
287028.388738632,287232.082843781,288350.08597374,288550.421476364,288660.578328371,NaN,290071.102380753,290647.450447083,NaN
293565.481901169,294232.187747955,295388.201951981,295689.216852188,295799.373704195,295796.532154083,296529.511451721,297131.213665009,NaN
300000.584602356,300023.276567459,301054.567337036,NaN,301231.724189043,301560.58716774,302293.607234955,302895.309686661,NaN
306068.644762039,306431.345701218,307674.358606339,NaN,307851.515458345,307927.696228027,308658.709526062,309260.370969772,NaN
312187.741041183,312410.440683365,313993.46280098,NaN,314170.619652987,314415.760278702,315148.780584335,315750.482797623,NaN
318171.833276749,318488.495111465,NaN,NaN,NaN,NaN,NaN,NaN,NaN
319759.852409363,319922.545671463,320946.873188019,321197.876214981,321308.033066988,NaN,322717.901706696,323295.560598373,NaN
325677.917003632,325894.595623016,326931.948423386,NaN,327092.105275393,327154.934644699,327887.954950333,328489.65716362,NaN
331662.705659866,331913.70844841,332983.010292053,NaN,333193.16714406,333263.012886047,333994.025945663,334594.745159149,NaN
337680.098295212,337775.780677795,338817.106962204,NaN,339027.263814211,339231.130599976,339962.102651596,340562.8221035,NaN
343531.152248383,343672.873973846,344885.863304138,NaN,345096.020156145,345238.201379776,345971.876859665,346573.906898499,NaN
349432.914972305,349711.934328079,350736.262083054,NaN,350946.418935061,351184.937953949,351915.951013565,352515.9740448,NaN
355467.346906662,356042.015790939,357273.027420044,NaN,357483.184272051,357628.355503082,358361.375570297,358963.078022003,NaN
361803.121566772,361935.094594955,363139.441490173,363491.451740265,363601.608592272,NaN,NaN,NaN,363660.452842712
367686.49315834,367849.186182022,NaN,NaN,NaN,NaN,NaN,NaN,NaN
369025.188684464,369186.202526093,370578.555822372,370929.542064667,371039.698916674,370956.5346241,371689.554929733,372291.257381439,NaN
374941.615104675,375080.264568329,376447.304725647,NaN,376640.461577654,376886.64150238,377619.620800018,378221.323251724,NaN
380842.68116951,381359.350681305,382464.697360992,382714.717149734,382824.874001741,NaN,384236.42206192,384912.712574005,NaN
387129.467725754,387569.46015358,388665.795564651,389017.805814743,389127.96266675,NaN,390536.80729866,391213.507413864,NaN
393330.525159836,393808.528423309,394834.862947464,NaN,395045.019799471,395191.870450974,395922.88351059,396523.561954498,NaN
399581.922292709,399700.624227524,NaN,NaN,NaN,NaN,NaN,NaN,NaN
400868.967294693,401056.646108627,402256.978988647,402406.974315643,402517.13116765,NaN,403927.000045776,404603.70016098,NaN
406821.028709412,407480.7305336,NaN,NaN,NaN,NaN,NaN,NaN,NaN
408643.748760223,408768.758773804,409963.070392609,NaN,410123.227244616,410391.757726669,411122.770786285,411722.79381752,NaN
414527.120351791,414637.835264206,415964.160919189,NaN,416124.317771196,416441.181182861,417174.160242081,417775.862693787,NaN
420411.229133606,420496.917486191,421531.239271164,421882.225513458,421992.382365465,NaN,NaN,NaN,422095.25847435
426262.283086777,426462.004184723,427516.314506531,NaN,427709.471358538,427816.633224487,428549.325704575,429151.028156281,NaN
432230.360031128,432779.060125351,434052.38366127,NaN,434245.540513277,434449.08118248,435180.094480515,435780.117511749,NaN
438548.767566681,439013.172149658,440036.475896835,440237.507581711,440347.664433718,NaN,441757.49206543,442434.52000618,NaN
444767.560720444,444881.224632263,445920.58467865,NaN,446063.741530657,446307.574748993,447040.881633759,447642.584085464,NaN
457004.401683807,457478.390693665,458575.750112534,NaN,458768.90696454,458930.750370026,459662.050247192,460263.752698898,NaN
463239.824295044,463510.488033295,464577.496051788,NaN,464770.652903795,464809.821128845,465542.84119606,466144.543647766,NaN
469274.584054947,469584.569215775,470612.583398819,NaN,470805.740250826,470970.901489258,471703.921556473,472305.624008179,NaN
475359.642505646,475446.641683578,476478.997468948,NaN,476722.154320955,476738.970518112,477471.990823746,478073.693037033,NaN
481210.737705231,481297.736644745,482547.057628632,NaN,482774.214480639,482965.382099152,483698.074579239,484299.777030945,NaN
487061.832666397,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
489217.147827148,489609.83133316,490705.183744431,NaN,490882.340596437,491240.489959717,491973.182439804,492574.88489151,NaN
495369.257926941,495615.919113159,496656.262159348,NaN,496833.419011354,496899.277687073,497632.256984711,498233.959436417,NaN
501388.002157211,501609.022378922,502675.047397614,502976.021528244,503086.178380251,NaN,504494.367599487,505072.067499161,NaN
507371.397972107,507496.08039856,508658.443212509,NaN,508835.600064516,509082.13353157,509813.146591187,510413.456201553,NaN
513255.50699234,513408.164739609,NaN,NaN,NaN,NaN,NaN,NaN,NaN
514576.507806778,515040.215969086,516064.54372406,NaN,516274.700576067,516461.52806282,517194.548130035,517796.250581741,NaN
522917.602300644,523472.323417664,524556.657552719,NaN,524766.814404726,524947.66163826,525680.640935898,526282.343387604,NaN
529838.695287704,530169.406414032,531192.750930786,NaN,531402.907782793,531549.758434296,532282.737493515,532884.439945221,NaN
535923.794984818,536181.474208832,537227.79750824,NaN,537437.954360247,537698.837518692,538429.850578308,539031.512022018,NaN
541941.883802414,542149.550914764,543162.573814392,NaN,543372.730666399,543550.91547966,544282.215356827,544883.917808533,NaN
548244.644880295,548461.650848389,549513.995170593,NaN,549757.1520226,549932.688236237,550663.005113602,551263.68355751,NaN
554228.736877441,554503.742456436,555649.065971375,NaN,555842.222823381,555966.75157547,556699.771881104,557299.794912338,NaN
560681.124687195,560935.814142227,561968.169927597,NaN,562161.326779604,562477.835178375,563208.848237991,563808.871269226,NaN
566699.21374321,567126.918077469,568404.255628586,568604.263305664,568714.420157671,NaN,570124.248027802,570701.292514801,NaN
572884.296655655,573053.010940552,574072.01385498,NaN,574215.170706987,574492.345333099,575225.324392319,575827.026844025,NaN
578819.072961807,579070.075750351,580105.42178154,NaN,580248.578633547,580563.395500183,581296.415567398,581898.118019104,NaN
584837.162017822,585098.159074783,586224.477052689,NaN,586417.633904696,586449.470281601,587180.483579636,587781.202793121,NaN
590854.554653168,591041.250228882,592409.559965134,NaN,592602.716817141,592821.576595306,593552.589654922,594153.268098831,NaN
596805.633068085,596903.322458267,NaN,NaN,NaN,NaN,NaN,NaN,NaN
598076.662778854,598207.325220108,599346.668481827,NaN,599539.825333834,599700.35815239,600431.698799133,601032.377243042,NaN
603960.730552673,604202.435493469,605397.730350494,NaN,605590.887202501,605660.734415054,606393.754482269,606995.456933975,NaN
609961.821079254,610163.508176804,NaN,NaN,NaN,NaN,NaN,NaN,NaN
612269.548416138,612622.541666031,613639.865159988,613889.885187149,614000.042039156,NaN,615411.876678467,616088.904619217,NaN
618386.924505234,618658.612251282,619674.624919891,NaN,619834.781771898,620072.960853577,620803.974151611,621404.652357101,NaN
624422.011852264,624687.678337097,625709.712266922,626010.727405548,626120.884257555,NaN,627529.032707214,628106.732368469,NaN
631225.099086761,631952.794551849,633131.131887436,NaN,633308.288739443,633422.8079319,634153.821229935,634753.844261169,NaN
639567.914009094,639833.908081055,640854.221820831,NaN,641031.378672838,641401.242494583,642132.255792618,642732.933998108,NaN
645585.30664444,645827.994585037,647373.988866806,NaN,647551.145718813,647821.312904358,648554.333209991,649156.035423279,NaN
651586.397171021,652014.060497284,653058.089971542,NaN,653235.246823549,653640.418291092,654373.438358307,654975.099802017,NaN
