fixSpotOn,fixation,target,stopSignal,ssrt,saccade,tone,reward,timeout
NaN,16460.8008861542,17541.8171882629,NaN,NaN,NaN,NaN,NaN,17591.1331176758
27822.2448825836,28007.9574584961,29159.2612266541,NaN,NaN,29475.2674102783,30208.0008983612,30807.9829216003,NaN
34475.3365516663,34695.0461864471,35847.0461368561,36148.0610370636,36284.5596952438,36272.3746299744,37003.387928009,37604.0661334991,NaN
40460.4527950287,40588.1252288818,NaN,NaN,NaN,NaN,NaN,NaN,NaN
41764.4553184509,42026.1487960815,43067.4748420715,43219.1498279572,43355.6484861374,NaN,44739.78972435,45416.4898395538,NaN
47798.5186576843,48217.2117233276,49670.5546379089,49971.5695381165,50108.0681962967,NaN,51490.5712604523,52167.2713756561,NaN
53983.6015701294,54179.3084144592,55204.6191692352,NaN,55441.1178274155,55521.3220119476,56254.3420791626,56854.3241024017,NaN
59951.678276062,59969.3732261658,61289.391040802,61539.7386550903,61676.2373132706,NaN,63058.7401390076,63735.4402542114,NaN
65736.5002632141,65917.4613952637,66939.7821426392,67256.8125724792,67393.3112306595,67346.8015193939,68077.8148174286,68678.4930229187,NaN
71669.8429584503,71900.5296230316,73007.883310318,NaN,73211.3819684982,73418.8759326935,74151.8959999084,74753.5984516144,NaN
77671.9164848328,77849.6417999268,79142.9538726807,79293.6458587646,79430.1445169449,NaN,80814.2857551575,81490.9858703613,NaN
83623.0359077454,83710.6902599335,85294.0399646759,85495.0306415558,85631.529299736,NaN,87015.0563716888,87592.7562713623,NaN
89473.1068611145,89744.7946071625,91112.1213436127,NaN,91281.6200017929,91455.1203250885,92188.1403923035,92789.8428440094,NaN
95508.8496208191,95712.8713130951,NaN,NaN,NaN,NaN,NaN,NaN,NaN
97012.2044086456,97142.8668498993,98166.907787323,98517.2386169434,98653.7372751236,98526.2088775635,99257.2221755981,99857.9413890839,NaN
102897.29642868,103108.977556229,NaN,NaN,NaN,NaN,NaN,NaN,NaN
104535.286664963,104837.98122406,105872.303009033,106124.002218246,106260.500876427,NaN,107642.348527908,108220.048427582,NaN
110603.387832642,110785.086393356,111858.07466507,NaN,112094.57332325,112227.410793304,112960.71767807,113563.116550446,NaN
116538.164138794,116694.139719009,117791.458129883,NaN,118027.956788063,118163.170337677,118893.486976624,119494.206428528,NaN
123174.544334412,123360.256910324,124545.557498932,NaN,124782.056157112,124949.586868286,125682.566165924,126284.268379211,NaN
129125.622749329,129325.302600861,130412.667751312,NaN,130649.166409492,130789.663791656,131522.683858871,132124.345302582,NaN
135093.699455261,135597.425699234,136731.730937958,NaN,136968.229596138,137131.418466568,137862.431764603,138462.454795837,NaN
141361.808300018,141587.4979496,142833.50110054,143083.807706833,143220.306365013,143172.813653946,143905.833959579,144507.536411285,NaN
147346.883535385,147495.568275452,148516.906023026,148718.592882156,148855.091540337,148746.896266937,149479.916572571,150081.618785858,NaN
153248.646020889,153475.646495819,154668.975114822,NaN,154838.473773003,155068.007469177,155800.986528397,156402.688980103,NaN
159249.040365219,159336.735725403,160469.074964523,160586.05670929,160722.55536747,NaN,162092.073917389,162668.094396591,NaN
165802.804231644,166094.808101654,167139.16516304,NaN,167275.66382122,167445.13630867,168178.156375885,168779.858827591,NaN
171853.210449219,172093.891620636,173107.241868973,NaN,173243.740527153,173493.904352188,174225.244998932,174825.923442841,NaN
177854.301214218,178042.962789536,179258.327960968,NaN,179394.826619148,179588.30165863,180321.321964264,180923.02441597,NaN
183805.379629135,184047.043561935,185226.404905319,NaN,185362.903563499,185443.410873413,186176.390171051,186778.092384338,NaN
189823.468446732,190312.162160873,191713.158130646,191863.481283188,191999.979941368,NaN,193380.516767502,193958.17565918,NaN
196075.520992279,196276.224851608,197346.550703049,197647.565841675,197784.064499855,197677.548408508,198408.561706543,199009.280920029,NaN
202043.597698212,202231.317520142,203247.617006302,203447.62468338,203584.12334156,NaN,204968.961000443,205645.661115646,NaN
208129.393577576,208425.370454788,209448.715209961,NaN,209618.213868141,209897.391080856,210628.404140472,211228.427171707,NaN
214196.798324585,214286.459922791,215334.503412247,215651.492834091,215787.991492271,215683.81023407,216416.830301285,217018.491744995,NaN
220047.852516174,220266.537904739,221317.899227142,221568.902015686,221705.400673866,221591.880559921,222322.934627533,222923.572063446,NaN
226031.94475174,226049.639463425,227084.944248199,NaN,227271.44290638,227507.979154587,228240.958452225,228842.660903931,NaN
231816.029071808,231982.69534111,233086.73119545,NaN,233273.22985363,233376.031637192,234109.051942825,234710.754156113,NaN
237750.109195709,237898.793935776,239004.099607468,239104.123830795,239240.622488976,NaN,240625.13256073,241301.832675934,NaN
244186.891078949,244380.877733231,245407.212495804,NaN,245543.711153984,245824.512958527,246557.205438614,247158.90789032,NaN
250154.9680233,250229.965686798,251809.301376343,252060.304403305,252196.803061485,NaN,253579.305887222,254156.309366226,NaN
257126.032352448,257458.054065704,258496.390104294,NaN,258682.888762474,258826.077222824,259557.09028244,260157.072305679,NaN
263211.131811142,263313.122272491,264463.483810425,NaN,264649.982468605,264803.451776505,265536.472082138,266138.174295425,NaN
269077.545881271,269346.202611923,270683.218955994,NaN,270869.717614174,271076.557636261,271807.570934296,272408.249378204,NaN
275113.288640976,275325.29759407,276349.625349045,276700.611591339,276837.110249519,276758.651733398,277491.631031036,278093.333482742,NaN
281096.684455872,281445.376873016,282768.712520599,282968.720197678,283105.218855858,282992.395162582,283723.408222198,284323.431253433,NaN
287214.756727219,287541.453838348,NaN,NaN,NaN,NaN,NaN,NaN,NaN
288954.491853714,289250.468730927,290275.49290657,NaN,290411.991564751,290597.806930542,291328.820228577,291929.539442062,NaN
295005.553483963,295557.571411133,NaN,NaN,NaN,NaN,NaN,NaN,NaN
297244.918823242,297451.602935791,298765.927314758,NaN,298902.425972939,299138.950109482,299871.929168701,300473.631620407,NaN
303212.995529175,303387.689828873,304400.016307831,304499.999761581,304636.498419762,NaN,306021.704673767,306597.0287323,NaN
309147.771835327,309351.752519608,310953.083753586,311204.086780548,311340.585438728,311242.097616196,311975.117683411,312576.820135117,NaN
315115.316152573,315125.842809677,316319.17142868,NaN,316505.670086861,316584.182739258,317317.858219147,317917.881250381,NaN
320899.236679077,320904.930114746,322153.923511505,322303.263664246,322439.762322426,NaN,323823.248386383,324400.948047638,NaN
327017.309188843,327286.989688873,328539.014101028,328789.320707321,328925.819365501,NaN,330308.363199234,330884.342670441,NaN
333053.092718124,333258.097648621,334556.406736374,NaN,334792.905394554,334869.09532547,335600.108385086,336200.131416321,NaN
339021.169662476,339140.158414841,340441.49851799,340742.513656616,340879.012314796,NaN,342264.505386353,342840.525865555,NaN
