fixSpotOn,fixation,target,stopSignal,ssrt,saccade,tone,reward,timeout
NaN,19802.3178577423,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21209.3346118927,21709.3334197998,22930.6786060333,NaN,23183.2307488606,23362.6837730408,24093.6970710754,24694.3752765656,NaN
26457.7033519745,26694.411277771,28028.724193573,NaN,28281.2763364003,28534.7440242767,29266.0439014435,29867.7461147308,NaN
32876.7907619476,33164.4937992096,34297.8160381317,34765.8250331879,34885.3771760151,34807.8088760376,35538.8221740723,36139.541387558,NaN
38928.8763999939,39152.5590419769,40165.9095287323,NaN,40402.4616715596,40476.9186973572,41209.8979949951,41811.6002082825,NaN
44912.9686355591,45158.6468219757,46199.9728679657,46567.9984092712,46687.5505520985,NaN,48070.9846019745,48647.7015018463,NaN
50914.0591621399,51128.7715435028,52252.058506012,NaN,52454.6106488392,52753.7367343903,53484.0943813324,54084.7728252411,NaN
56882.1361064911,57072.8046894073,NaN,NaN,NaN,NaN,NaN,NaN,NaN
58236.1507415771,58529.8340320587,59975.1484394073,NaN,60177.7005822346,60464.1699790955,61197.1900463104,61798.8924980164,NaN
64304.9070835114,64894.9360847473,65909.2285633087,NaN,66161.780706136,66425.2426624298,67156.2557220459,67756.9749355316,NaN
70656.3286781311,71112.9915714264,72178.3204078674,NaN,72414.8725506947,72593.3270454407,73326.019525528,73926.0425567627,NaN
76876.0635852814,77611.0908985138,79065.4165744781,NaN,79301.9687173054,79600.76379776,80333.4562778473,80935.1587295532,NaN
83378.5045146942,83661.1695289612,84682.1794509888,85049.5088100433,85169.0609528706,85147.5260257721,85880.50532341,NaN,86182.2166442871
95030.3139686584,95257.3142051697,96467.6821231842,96667.6490306854,96787.2011735127,NaN,98186.6915225983,98864.3746376038,NaN
101013.709783554,101115.413427353,102235.423564911,NaN,102387.975707738,102710.436820984,103441.4498806,104041.472911835,NaN
106881.803274155,107282.514810562,108386.509656906,108753.839015961,108873.391158788,NaN,110256.538629532,110831.862688065,NaN
113050.584077835,113419.592618942,114437.899112701,NaN,114640.451255529,114675.917863846,115407.217502594,116008.9199543,NaN
119184.958457947,119416.669130325,120455.988168716,NaN,120692.540311544,120781.988859177,121515.008926392,122116.711378098,NaN
125186.048984528,125458.760738373,NaN,NaN,NaN,NaN,NaN,NaN,NaN
126624.768972397,126815.765380859,127961.088895798,128262.104034424,128381.656177251,NaN,129782.129526138,130359.133005142,NaN
132575.847387314,132799.857616425,133812.184095383,NaN,133998.73623821,134183.855056763,134914.171934128,135514.891147614,NaN
138560.226202011,138760.930299759,140164.260864258,NaN,140350.813007085,140471.256017685,141202.269077301,141803.275108337,NaN
144512.001037598,144729.007005692,145764.35303688,NaN,145950.905179708,146201.355218887,146935.030698776,147537.06073761,NaN
150495.396852493,150667.101144791,151715.431451797,NaN,151901.983594625,152111.10496521,152842.118024826,153442.141056061,NaN
158654.219150543,158876.222372055,159923.528671265,NaN,160110.080814092,160296.223640442,161027.236700058,161627.259731293,NaN
164637.614965439,164898.284435272,166108.61158371,NaN,166295.163726537,166564.61930275,167297.639369965,167899.341821671,NaN
170656.359434128,170833.347558975,172126.700401306,NaN,172313.252544133,NaN,NaN,NaN,172821.709871292
182206.833600998,182410.527706146,183443.866491318,NaN,183630.418634145,183906.550645828,184637.563943863,185237.545967102,NaN
188174.910306931,188188.591003418,189228.606462479,NaN,189415.158605306,189733.929872513,190466.950178146,191068.652391434,NaN
194176.697254181,194388.706207275,195430.032253265,195848.725318909,195968.277461736,195886.039972305,196619.019269943,197220.721483231,NaN
200144.077777863,200416.789531708,201448.080301285,NaN,201667.632444112,202006.774663925,202737.787723541,203337.810754776,NaN
206179.206132889,206235.853672028,207282.873392105,NaN,207502.425534932,207715.165138245,208448.881626129,209048.904657364,NaN
211996.222496033,212124.918699265,NaN,NaN,NaN,NaN,NaN,NaN,NaN
213434.942483902,213618.934631348,214905.28345108,NaN,215107.835593908,215350.969314575,216081.982374191,216682.005405426,NaN
219386.020898819,219492.025375366,220772.352933884,NaN,220974.905076711,221295.371294022,222028.391361237,222630.052804947,NaN
225252.434968948,225415.12799263,226974.434137344,NaN,227176.986280172,227436.135292053,228167.148590088,228767.171621323,NaN
231186.514854431,231370.179414749,232491.213798523,232691.508054733,232811.060197561,NaN,234211.533784866,234888.561487198,NaN
237154.591560364,237386.261463165,238475.59261322,238743.307113647,238862.859256475,NaN,240245.638132095,240822.641611099,NaN
243155.682325363,244128.35931778,245395.702600479,NaN,245598.254743306,245655.389070511,246386.402130127,246986.384391785,NaN
249893.438339233,250118.431568146,251380.818843842,251598.480224609,251718.032367437,251718.779802322,252451.800107956,253053.502321243,NaN
255878.5135746,256100.516796112,257515.848636627,NaN,257668.400779454,258004.542350769,258734.90023613,259335.57844162,NaN
261861.909389496,262048.605203629,263132.939100266,263232.922554016,263352.474696843,263595.623254776,264326.636552811,264926.659584045,NaN
267812.987804413,267910.677433014,269184.697389603,NaN,269304.24953243,269711.033344269,270442.046403885,271042.724847794,NaN
273664.082765579,273896.776676178,274934.784889221,NaN,275054.337032048,275372.114896774,276105.42178154,276706.7964077,NaN
279665.173530579,279671.849966049,281086.853981018,NaN,281206.406123845,281532.17124939,282265.191316605,282866.893768311,NaN
286335.959911346,286596.957206726,287823.258638382,287923.28286171,288042.835004537,288065.946578979,288796.304225922,NaN,288993.977308273
297954.100131989,298150.093793869,NaN,NaN,NaN,NaN,NaN,NaN,NaN
