fixSpotOn,fixation,target,stopSignal,ssrt,saccade,tone,reward,timeout
31672.2800731659,31786.9679927826,32938.3125305176,33071.3098049164,33192.7220357763,NaN,34598.3395576477,35180.340051651,NaN
36950.3445625305,37117.0518398285,38482.3715686798,NaN,38620.7837995397,38738.0437850952,39469.0568447113,40069.079875946,NaN
43028.112411499,43141.1209106445,44692.440032959,NaN,44863.8522638189,44893.4307098389,45626.4507770538,46228.1532287598,NaN
49054.4753074646,49165.1492118835,50203.1984329224,NaN,50374.6106637823,50598.5033512115,51329.5164108276,51930.1948547363,NaN
55080.5513858795,55227.2291183472,56362.5583648682,NaN,56533.9705957281,56587.2650146484,57318.2370662689,57918.2600975037,NaN
61142.3037052155,61244.2941665649,62289.6342277527,NaN,62461.0464586126,62515.6104564667,NaN,NaN,62818.6326026917
72861.7379665375,73027.4209976196,74110.7721328735,NaN,74282.1843637335,74439.7628307343,75172.7831363678,75774.4445800781,NaN
78938.8091564178,79078.4828662872,80270.8284854889,NaN,80442.2407163488,80509.8299980164,81240.843296051,81841.5215015411,NaN
84998.8822937012,85102.5519371033,86163.9075279236,86430.8848381042,86552.2970689642,NaN,87957.9145908356,88539.9150848389,NaN
91175.9369373322,91328.635931015,92340.9621715546,NaN,92512.3744024145,92560.6307983398,93291.6438579559,93891.6668891907,NaN
97236.7062568665,97361.6752624512,98384.0367794037,NaN,98555.4490102636,98588.0177021027,99321.0377693176,99922.7402210236,NaN
103279.084444046,103442.760705948,104544.789552689,NaN,104716.201783549,104847.074270248,105580.094337463,106181.796789169,NaN
109356.811285019,109448.807239532,110688.133955002,NaN,110892.546185862,110902.150154114,111635.170221329,112236.872673035,NaN
115366.216659546,115507.897377014,116598.211526871,NaN,116802.623757731,116838.237047195,117571.216344833,118172.918796539,NaN
121426.289558411,121574.974298477,122608.272314072,NaN,122812.684544932,122902.283191681,123635.303258896,124237.005710602,NaN
127486.321687698,127636.030435562,128753.05056572,NaN,128957.46279658,128968.049526215,129701.028823853,130302.034854889,NaN
133546.394586563,133675.090789795,134845.400094986,NaN,135049.812325846,135152.436256409,135885.415315628,136487.117767334,NaN
139590.452194214,139747.165203094,140838.503360748,NaN,141026.915591608,141040.47703743,141773.497343063,142375.199556351,NaN
145667.523622513,145765.213012695,146882.560968399,NaN,147070.973199259,147280.569314957,148013.548374176,148615.250825882,NaN
151677.584409714,151742.301225662,152925.635576248,NaN,153114.047807108,153273.631572723,154007.307291031,154608.313322067,NaN
157654.672384262,157770.34330368,158969.693183899,NaN,159158.105414759,159202.386856079,159935.693740845,160536.372184753,NaN
163680.748462677,163817.431926727,165229.732751846,NaN,165418.144982706,165461.771249771,NaN,NaN,165777.736663818
175801.877498627,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
177998.889923096,178259.559392929,179463.906288147,NaN,179652.318519007,179700.613975525,180431.586265564,181031.609296799,NaN
184175.944566727,184265.646934509,185275.638818741,NaN,185464.051049601,185500.959634781,186234.020709991,186835.682153702,NaN
190186.005353928,190329.693078995,191418.041229248,NaN,191606.453460108,NaN,NaN,NaN,192118.047714233
196246.078491211,196350.77214241,197894.104003906,NaN,198082.516234766,198100.091934204,198831.10499382,199431.824207306,NaN
202256.139278412,202373.858213425,203388.150691986,203438.859224319,203560.271455179,NaN,204963.185548782,205764.199256897,NaN
208283.239364624,208430.900096893,209448.223590851,209582.244873047,209703.657103907,NaN,211108.946800232,211689.268112183,NaN
214693.274497986,214841.959238052,215858.299732208,NaN,216046.711963068,216089.314222336,216822.334289551,217423.995733261,NaN
220753.347396851,220897.035121918,221918.372869492,NaN,222106.785100351,222137.385845184,222870.365142822,223472.067594528,NaN
227079.414606094,227238.134622574,228412.130117416,NaN,228600.542348276,228697.457551956,229430.436849594,230032.1393013,NaN
233156.486034393,233262.162923813,NaN,NaN,NaN,NaN,NaN,NaN,NaN
234488.505363464,234512.180089951,NaN,NaN,NaN,NaN,NaN,NaN,NaN
235737.5395298,235843.21641922,236919.522285461,NaN,237107.934516321,237163.521051407,237894.534111023,238495.253324509,NaN
241946.583986282,242108.294010162,243129.590749741,243395.58506012,243516.99729098,NaN,244921.631574631,245503.632307053,NaN
248023.696422577,248117.330789566,249122.653007507,NaN,249327.065238367,249393.685340881,250126.664638519,NaN,250602.374076843
259727.77056694,259830.457210541,260843.807697296,NaN,261048.219928156,261102.470159531,261833.483219147,262433.506250381,NaN
265738.527774811,265881.519079208,267086.848974228,NaN,267291.261205088,267318.887472153,268049.859523773,268650.578975677,NaN
271797.904253006,271890.596866608,273147.618293762,273346.929550171,273468.341781031,NaN,274872.935295105,275455.632209778,NaN
278207.980394363,278354.658126831,279440.671682358,NaN,279612.083913218,279699.006319046,280430.019617081,281030.697822571,NaN
284268.094301224,284351.734638214,285484.073877335,NaN,285655.486108195,285799.05629158,286532.404184341,287133.778810501,NaN
290395.137071609,290692.793369293,291827.835798264,NaN,291999.248029123,292342.129707336,293075.477361679,293676.852226257,NaN
296605.205535889,296760.894298553,297853.215694427,NaN,298024.627925287,298212.18919754,298945.209264755,299546.911716461,NaN
302682.235717773,302817.936420441,304097.93639183,NaN,304269.34862269,304399.279117584,305132.299184799,305733.96062851,NaN
308726.006746292,308912.006139755,309974.344730377,NaN,310145.756961237,310229.320526123,310962.340831757,311564.043283463,NaN
314818.397045135,314833.060741425,NaN,NaN,NaN,NaN,NaN,NaN,NaN
316050.39191246,316168.070077896,317199.401855469,NaN,317370.814086329,317567.427396774,318300.406694412,318902.109146118,NaN
322077.451229095,322176.164865494,323193.488359451,NaN,323364.900590311,323507.487773895,324241.163253784,324841.513872147,NaN
328087.512016296,328184.218645096,329269.535779953,NaN,329440.948010813,329625.560045242,330358.539104462,330960.241556168,NaN
334382.285833359,334513.27586174,335529.616355896,NaN,335701.028586756,335991.604089737,336724.62439537,337326.326608658,NaN
340424.664020538,340648.346662521,341757.37953186,341889.68038559,342011.09261645,NaN,343416.710138321,343999.407052994,NaN
346567.721843719,346704.405546188,347750.442028046,348016.763925552,348138.176156412,NaN,NaN,NaN,348145.746946335
352611.820459366,352780.493736267,354076.795816422,NaN,354248.208047281,354407.506942749,355138.520002365,355738.502025604,NaN
358688.850879669,358831.555604935,359871.570825577,NaN,360042.983056437,360151.573419571,360882.586479187,361482.568740845,NaN
364749.620199203,364914.607048035,366213.940143585,NaN,366385.352374445,366449.624061584,367180.637121201,367780.660152435,NaN
370825.012207031,370957.681655884,372274.70946312,NaN,372446.121693979,372548.690795898,373279.704093933,373879.727125168,NaN
377135.063886642,377307.75141716,378700.759887695,378900.071382523,379021.483613383,NaN,380427.101135254,381009.798049927,NaN
383212.135314941,383266.816854477,NaN,NaN,NaN,NaN,NaN,NaN,NaN
384494.8387146,384639.837026596,386075.157403946,NaN,386263.569634806,386370.151281357,387101.164579391,387701.883792877,NaN
391553.229808807,391691.920280457,392718.25504303,NaN,392906.66727389,392940.913677216,393671.926736832,394271.949768066,NaN
397596.304416656,397728.973865509,398763.00907135,NaN,398951.42130221,399096.99678421,399828.009843826,400427.992105484,NaN
403641.058206558,403785.032749176,405105.37815094,NaN,405293.7903818,405455.381393433,406186.394453049,406788.096904755,NaN
409700.434923172,409840.108394623,411331.462144852,NaN,411519.874375712,411656.152009964,412387.124061584,412987.147092819,NaN
415743.509531021,415885.190010071,417076.184034348,NaN,417264.596265207,417417.176008224,418148.189067841,418748.212099075,NaN
421804.23784256,422015.263557434,423085.589408875,NaN,423274.001639734,423465.247631073,424196.260690689,424796.283721924,NaN
427931.321382523,428134.319067001,429195.633649826,429330.310106277,429451.722337137,NaN,NaN,NaN,430129.644393921
434040.709972382,434123.36730957,435222.692728043,NaN,435361.104958903,435479.716777802,436212.696075439,436814.398288727,NaN
440034.755468369,440213.464021683,441367.470979691,NaN,441505.88321055,441600.082874298,442332.775354385,442934.477806091,NaN
446128.497600555,446248.510360718,447359.837055206,NaN,447498.249286066,447574.83625412,448307.856321335,448909.558773041,NaN
452170.875787735,452336.559057236,453436.908483505,NaN,453575.320714365,453725.594520569,454456.607580185,455056.589841843,NaN
458248.643398285,458394.624948502,459995.95618248,460130.673646927,460252.085877787,NaN,NaN,NaN,460820.972442627
464308.020114899,464484.721660614,465507.042169571,NaN,465645.454400431,465744.0366745,466475.049972534,467075.728416443,NaN
470402.089834213,470521.775007248,471550.11677742,NaN,471688.52900828,471785.10427475,472517.100572586,473118.802785873,NaN
476429.149150848,476558.8285923,477577.176094055,NaN,477715.588324915,477810.484170914,478542.193651199,479143.85509491,NaN
482472.223758698,482576.917409897,483587.236881256,NaN,483725.649112116,483822.224378586,484555.244445801,485156.946897507,NaN
488482.284545898,488605.983734131,489731.318712234,NaN,489869.730943094,490013.287305832,490744.300365448,491345.019817352,NaN
494825.350046158,494977.025032043,496042.066812515,NaN,496180.479043375,496281.355142593,497014.375448227,497616.077661514,NaN
500885.422945023,501008.098125458,502018.130779266,NaN,502156.543010126,502512.436151505,503245.456218719,503847.158670425,NaN
506929.480552673,506965.156793594,NaN,NaN,NaN,NaN,NaN,NaN,NaN
508194.489240646,508284.191608429,509543.506860733,NaN,509681.919091593,509888.512849808,510621.533155441,511223.235607147,NaN
514205.246448517,514409.268140793,515470.582723618,NaN,515608.994954477,515710.280656815,516441.293716431,517041.27573967,NaN
520331.63356781,520499.32384491,521597.338438034,521729.639291763,521851.051522623,NaN,NaN,NaN,522118.636369705
526408.704996109,526562.386989594,527573.730230331,NaN,527712.142461191,528045.71223259,528778.732538223,529380.434989929,NaN
532468.777894974,532576.461791992,534166.774749756,NaN,534305.186980616,534475.776910782,535206.789970398,535807.509422302,NaN
538478.838682175,538532.537221909,NaN,NaN,NaN,NaN,NaN,NaN,NaN
539743.847370148,539877.540826797,540892.857313156,NaN,541031.269544016,541205.87348938,541939.549207687,542539.572238922,NaN
545787.904977798,545889.608621597,546985.944032669,NaN,547124.356263529,547439.94474411,548172.923803329,548774.626255035,NaN
551797.965764999,551938.663244247,553130.681276321,NaN,553269.093507181,553421.005725861,554154.026031494,554755.687236786,NaN
557858.038663864,558005.740404129,559090.074539185,NaN,559228.486770045,559329.076051712,560062.05534935,560663.757801056,NaN
563918.111562729,564041.81098938,565167.145967484,NaN,565305.558198343,565518.132209778,566251.152276993,566852.813720703,NaN
569961.882591248,570118.88217926,571393.188714981,571526.882171631,571648.294402491,NaN,573053.215742111,573634.233236313,NaN
576038.913011551,576125.911951065,577170.269012451,577437.942743301,577559.354974161,NaN,578963.293075562,579544.269800186,NaN
582032.999277115,582125.978469849,583130.317687988,NaN,583301.729918848,583482.32793808,584213.627815247,584815.043449402,NaN
588042.363882065,588152.054786682,589241.385936737,NaN,589412.798167597,589556.409358978,590287.422418594,590888.100862503,NaN
594070.119380951,594163.13958168,595301.458835602,NaN,595472.871066462,595799.45063591,596530.463695526,597131.142139435,NaN
600079.524755478,600216.208219528,601245.205402374,NaN,601416.617633234,601558.508396149,602291.528701782,602893.23091507,NaN
606523.270130157,606684.283733368,607987.590074539,NaN,608209.002305399,608222.290992737,608953.304052353,609553.286075592,NaN
612600.341320038,612736.328601837,613781.668901443,NaN,613953.081132303,614035.661697388,614768.682003021,615370.343446732,NaN
618659.718036652,618824.418306351,619907.72819519,620107.736110687,620229.148341547,620171.715497971,620904.735565186,621507.421016693,NaN
624736.461639404,624895.468473434,625934.787511826,NaN,626089.199742686,626168.464422226,626898.822069168,627499.828100204,NaN
